FamilyName	StyleName	xHeight	CapHeight	Weight	Contrast	Lesser Thickness Slope	Superior Overshooting	Inferior Overshooting	Ascenders	Descenders	n Expansion	o Expansion	n/o Ratio	O Expansion	R Expansion	R/O Ratio	AltezzaMassimaH	PuntoMedioAstaOrizzontaleH	PuntoMedioAstaVerticaleT	AggettoSinistroT	AggettoDestroT	SimmetriaAggettiT	o Average Squaring	o Internal Squaring	o External Squaring	Bezier	Grazie	Spacing
Helvetica	Black	524	1.374	0.3969	0.67	0	0.0286	0.0286	1.4103	-0.1842	0.6908	0.7405	0.93	0.9905	0.8244	0.83	720	0.525	0.5	212	212	False	0.6203	0.625	0.6157	curve	Sans	Proportional
Helvetica	Bold	532	1.3496	0.2632	0.82	0	0.0263	0.0263	1.3665	-0.2077	0.641	0.7519	0.85	1.015	0.828	0.82	718	0.5348	0.5008	217	217	False	0.6188	0.6318	0.6057	curve	Sans	Proportional
Helvetica	Condensed	556	1.3489	0.1421	0.81	0	0.027	0.027	1.3489	-0.1826	0.4964	0.5683	0.87	0.7338	0.6485	0.88	750	0.5327	0.501	194	194	False	0.6869	0.7038	0.6701	curve	Sans	Proportional
Helvetica	Light	518	1.39	0.1158	0.84	6	0.027	0.027	1.4169	-0.2104	0.6776	0.8031	0.84	1.1641	0.8861	0.76	720	0.5306	0.5	228	228	False	0.616	0.6223	0.6098	curve	Sans	Proportional
Helvetica	Light Condensed	552	1.3587	0.1051	0.87	-13	0.0254	0.0254	1.3586	-0.1848	0.4638	0.5236	0.89	0.6812	0.5634	0.83	750	0.536	0.5011	170	170	False	0.6697	0.6678	0.6717	curve	Sans	Proportional
Helvetica	Roman	523	1.3728	0.1683	0.83	0	0.0287	0.0268	1.3919	-0.2122	0.6463	0.7553	0.86	1.1472	0.8977	0.78	718	0.5265	0.5	243	243	False	0.5888	0.5895	0.5882	curve	Sans	Proportional
Helvetica Neue	Bold	517	1.381	0.2747	0.75	0	0.0271	0.0271	1.381	-0.1896	0.6634	0.7602	0.87	1.0542	0.8453	0.8	714	0.5238	0.5	214	214	False	0.6197	0.6337	0.6056	curve	Sans	Proportional
Helvetica Neue	Bold Condensed	538	1.3271	0.2565	0.68	0	0.026	0.026	1.3531	-0.1766	0.5019	0.5316	0.94	0.6357	0.5799	0.91	714	0.5308	0.5	156	156	False	0.7247	0.7417	0.7076	curve	Sans	Proportional
Helvetica Neue	Bold Extended	536	1.3321	0.3284	0.68	0	0.0373	0.0373	1.3693	-0.2043	0.8302	0.9813	0.85	1.2724	1.0261	0.81	714	0.5294	0.5	265	265	False	0.6436	0.637	0.6501	curve	Sans	Proportional
Helvetica Neue	Black	519	1.3757	0.3815	0.73	0	0.025	0.025	1.3757	-0.1744	0.659	0.7091	0.93	0.9711	0.8324	0.86	714	0.5245	0.5	200	200	False	0.632	0.6552	0.6087	curve	Sans	Proportional
Helvetica Neue	Black Condensed	541	1.3198	0.3327	0.64	0	0.0259	0.0259	1.3456	-0.1756	0.4954	0.5176	0.96	0.5878	0.5564	0.95	714	0.5224	0.5	140	140	False	0.7609	0.81	0.7118	curve	Sans	Proportional
Helvetica Neue	Black Extended	547	1.3053	0.457	0.62	0	0.0402	0.0402	1.3619	-0.1993	0.8446	1.0018	0.84	1.2358	1.0402	0.84	714	0.5252	0.5	261	261	False	0.6832	0.6772	0.6891	curve	Sans	Proportional
Helvetica Neue	Condensed	536	1.3321	0.1567	0.75	-2	0.0261	0.0261	1.347	-0.1772	0.5019	0.556	0.9	0.6866	0.6045	0.88	714	0.5364	0.4989	179	180	False	0.6766	0.6852	0.668	curve	Sans	Proportional
Helvetica Neue	Extended	524	1.3626	0.1908	0.79	0	0.0344	0.0344	1.3969	-0.2099	0.8149	0.958	0.85	1.313	1.0134	0.77	714	0.535	0.5	270	270	False	0.6069	0.6085	0.6052	curve	Sans	Proportional
Helvetica Neue	Heavy	519	1.3757	0.3276	0.76	0	0.0289	0.0289	1.3757	-0.1821	0.6686	0.7264	0.92	0.9981	0.8247	0.83	714	0.5238	0.5	213	213	False	0.5942	0.61	0.5785	curve	Sans	Proportional
Helvetica Neue	Heavy Condensed	541	1.3198	0.2994	0.65	1	0.0259	0.0259	1.3456	-0.1756	0.4935	0.525	0.94	0.6063	0.5656	0.93	714	0.5266	0.5	150	150	False	0.7447	0.773	0.7163	curve	Sans	Proportional
Helvetica Neue	Heavy Extended	542	1.3173	0.3911	0.63	0	0.0406	0.0406	1.3726	-0.2011	0.8376	0.9889	0.85	1.2509	1.0415	0.83	714	0.5308	0.5	262	262	False	0.6455	0.641	0.65	curve	Sans	Proportional
Helvetica Neue	Light	516	1.3837	0.1221	0.84	0	0.0291	0.0291	1.3837	-0.1996	0.6899	0.8236	0.84	1.1725	0.9225	0.79	714	0.5252	0.5	249	249	False	0.5896	0.5843	0.5948	curve	Sans	Proportional
Helvetica Neue	Light Condensed	531	1.3446	0.113	0.78	0	0.0226	0.0226	1.3597	-0.177	0.5047	0.5687	0.89	0.7382	0.629	0.85	714	0.5364	0.5	184	184	False	0.6531	0.654	0.6521	curve	Sans	Proportional
Helvetica Neue	Light Extended	520	1.3731	0.1423	0.84	0	0.0308	0.0308	1.3846	-0.2096	0.85	0.9923	0.86	1.3385	1.0462	0.78	714	0.5294	0.5	280	280	False	0.6053	0.6088	0.6017	curve	Sans	Proportional
Helvetica Neue	Medium	517	1.381	0.2205	0.79	0	0.0271	0.0271	1.381	-0.1983	0.6576	0.7892	0.83	1.0812	0.8743	0.81	714	0.5266	0.5	226	227	False	0.6004	0.5921	0.6088	curve	Sans	Proportional
Helvetica Neue	Medium Condensed	538	1.3271	0.2007	0.74	0	0.026	0.026	1.342	-0.1766	0.5	0.5446	0.92	0.6654	0.5929	0.89	714	0.5322	0.5032	170	167	True	0.7081	0.7396	0.6766	curve	Sans	Proportional
Helvetica Neue	Medium Extended	530	1.3472	0.2604	0.74	0	0.0377	0.0377	1.3848	-0.2094	0.8226	0.966	0.85	1.2906	1.0189	0.79	714	0.5322	0.5	268	268	False	0.6192	0.6211	0.6174	curve	Sans	Proportional
Helvetica Neue	Roman	517	1.381	0.1644	0.83	0	0.0232	0.0232	1.3965	-0.2031	0.6634	0.7969	0.83	1.1393	0.8859	0.78	714	0.514	0.5009	238	238	False	0.602	0.5974	0.6067	curve	Sans	Proportional
Helvetica Neue	Thin	514	1.3891	0.0739	0.86	0	0.0233	0.0233	1.4046	-0.1907	0.7179	0.8444	0.85	1.2354	0.9339	0.76	714	0.5196	0.499	251	252	False	0.5889	0.5864	0.5913	curve	Sans	Proportional
Helvetica Neue	Thin Condensed	523	1.3652	0.0727	0.81	-2	0.0229	0.0229	1.3652	-0.1797	0.5105	0.5889	0.87	0.8011	0.6577	0.82	714	0.535	0.5	190	190	False	0.6841	0.6901	0.678	curve	Sans	Proportional
Helvetica Neue	Thin Extended	512	1.3945	0.0898	0.87	0	0.0313	0.0313	1.4062	-0.2129	0.8848	1.0391	0.85	1.3906	1.0938	0.79	714	0.5266	0.5	288	288	False	0.5834	0.5855	0.5813	curve	Sans	Proportional
Helvetica Neue	Ultra Light	514	1.3891	0.0389	0.94	-7	0.0233	0.0233	1.3891	-0.1839	0.7198	0.8619	0.84	1.2412	0.9533	0.77	714	0.521	0.5	257	257	False	0.5857	0.5853	0.5862	curve	Sans	Proportional
Helvetica Neue	Ultra Light Condensed	516	1.3837	0.0388	0.84	0	0.0233	0.0233	1.3837	-0.1822	0.5174	0.6066	0.85	0.8547	0.6841	0.8	714	0.5336	0.5	194	194	False	0.6692	0.6733	0.665	curve	Sans	Proportional
Helvetica Neue	Ultra Light Extended	512	1.3945	0.0391	0.96	0	0.0313	0.0313	1.4062	-0.2129	0.9043	1.0625	0.85	1.4063	1.1133	0.79	714	0.521	0.5	298	298	False	0.5957	0.5961	0.5953	curve	Sans	Proportional
Helvetica Neue	Extra Black Condensed	541	1.3198	0.3586	0.64	0	0.0259	0.0259	1.3456	-0.1756	0.5009	0.5176	0.97	0.5693	0.549	0.96	714	0.521	0.5	136	136	False	0.7613	0.8032	0.7195	curve	Sans	Proportional
Garamond Premier Pro	Bold	399	1.584	0.3083	0.24	-5	0.0251	0.0301	1.7568	-0.6241	0.6499	0.7907	0.82	1.3546	0.6606	0.49	632.5	0.4719	0.1105	6	375	False	0.6093	0.6227	0.5958	curve	Serif	Proportional
Garamond Premier Pro	Bold Caption	416	1.4495	0.0024	0.33	-6	0.0168	0.0288	1.5961	-0.5204	0.5757	0.7632	0.75	1.2356	0.64	0.52	601.5	0.5096	0.3056	9	452	False	0.592	0.5708	0.6133	curve	Serif	Proportional
Garamond Premier Pro	Bold Display	367	1.6948	0.0027	0.13	-4	0.0191	0.0327	1.8446	-0.7248	0.7573	0.7738	0.98	1.4305	0.6739	0.47	620.5	0.502	0.8258	259	0	True	0.6132	0.6184	0.6081	curve	Serif	Proportional
Garamond Premier Pro	Bold Subhead	399	1.589	0.3008	0.18	0	0.0251	0.0351	1.7593	-0.6253	0.2406	0.7669	0.31	1.3484	0.6646	0.49	633.5	0.5114	0.0934	4	164	False	0.5755	0.5589	0.5921	curve	Serif	Proportional
Garamond Premier Pro	Caption	409	1.5086	0.1956	0.41	-12	0.022	0.0293	1.6723	-0.5831	0.711	0.8215	0.87	1.3582	0.3612	0.27	614.5	0.5191	0.4179	85	167	False	0.6019	0.5879	0.616	curve	Serif	Proportional
Garamond Premier Pro	Display	363	1.7438	0.1736	0.21	-16	0.0193	0.0331	1.909	-0.7837	0.3824	0.8609	0.44	1.5482	0.8017	0.52	631.5	0.5004	0.319	13	104	False	0.5984	0.6001	0.5968	curve	Serif	Proportional
Garamond Premier Pro	Light Display	361	1.759	0.1385	0.25	-14	0.0222	0.0332	1.9335	-0.8019	0.4149	0.8892	0.47	1.5859	0.8019	0.51	619.5	0.4867	0.1567	3	380	False	0.5935	0.5967	0.5903	curve	Serif	Proportional
Garamond Premier Pro	Medium	397	1.6247	0.1965	0.31	-9	0.0202	0.0302	1.7934	-0.6574	0.4559	0.8312	0.55	1.4559	0.7267	0.5	643.5	0.5089	0.358	88	140	False	0.6128	0.6147	0.6109	curve	Serif	Proportional
Garamond Premier Pro	Medium Caption	409	1.5037	0.2152	0.39	-9	0.0244	0.0293	1.665	-0.5758	0.5672	0.8154	0.7	1.3435	0.5463	0.41	612.5	0.5192	0.5622	101	100	True	0.6009	0.5857	0.6162	curve	Serif	Proportional
Garamond Premier Pro	Medium Display	363	1.7383	0.1956	0.19	-8	0.022	0.0331	1.9008	-0.7741	0.5237	0.8457	0.62	1.5303	0.722	0.47	629.5	0.502	0.3071	136	330	False	0.5994	0.6024	0.5963	curve	Serif	Proportional
Garamond Premier Pro	Medium Subhead	396	1.6263	0.1944	0.26	-4	0.0227	0.0354	1.7979	-0.6578	0.5457	0.8169	0.67	1.4697	0.5635	0.38	643.5	0.5035	0.0799	7	98	False	0.6023	0.5977	0.6069	curve	Serif	Proportional
Garamond Premier Pro	Semibold	399	1.599	0.2657	0.26	-14	0.0201	0.0301	1.7669	-0.6366	0.4754	0.8045	0.59	1.391	0.5263	0.38	636.5	0.4705	0.502	127	136	False	0.61	0.6176	0.6025	curve	Serif	Proportional
Garamond Premier Pro	Semibold Caption	412	1.4733	0.0024	0.34	-5	0.0218	0.0291	1.6286	-0.5425	0.8434	0.7852	1.07	1.2791	0.6391	0.5	605.5	0.5656	0.245	6	137	False	0.5948	0.576	0.6135	curve	Serif	Proportional
Garamond Premier Pro	Semibold Display	365	1.7123	0.2548	0.14	-13	0.0219	0.0329	1.8684	-0.7438	0.3375	0.8014	0.42	1.4671	0.7212	0.49	623.5	0.502	0.0374	13	16	False	0.6074	0.6106	0.6042	curve	Serif	Proportional
Garamond Premier Pro	Semibold Subhead	399	1.5965	0.2632	0.2	-6	0.0201	0.0351	1.7669	-0.6341	0.1671	0.782	0.21	1.3872	0.8409	0.61	636.5	0.509	0.2898	140	181	False	0.5902	0.5808	0.5996	curve	Serif	Proportional
Garamond Premier Pro	Subhead	395	1.6354	0.1747	0.27	-8	0.0228	0.0354	1.8075	-0.6646	0.1776	0.8253	0.22	1.4924	0.5548	0.37	644	0.5031	0.3313	111	80	True	0.6054	0.6017	0.609	curve	Serif	Proportional
Garamond Premier Pro	Regular	396	1.6338	0.1768	0.33	-2	0.0202	0.0303	1.803	-0.6641	0.2736	0.8409	0.33	1.476	0.5784	0.39	645.5	0.4702	0.2941	6	82	False	0.6113	0.6079	0.6147	curve	Serif	Proportional
Frutiger	Black	521	1.3397	0.3455	0.68	0	0.023	0.023	1.4625	-0.2131	0.7198	0.8061	0.89	0.975	0.7121	0.73	698	0.5229	0.5	172	172	False	0.6098	0.6192	0.6003	curve	Sans	Proportional
Frutiger	Black Condensed	521	1.3397	0.3033	0.66	0	0.0154	0.0154	1.4625	-0.215	0.5528	0.6257	0.88	0.8157	0.5912	0.72	698	0.5086	0.5	152	152	False	0.6381	0.6573	0.6189	curve	Sans	Proportional
Frutiger	Bold	515	1.3553	0.2602	0.74	0	0.0233	0.0233	1.4796	-0.2155	0.6583	0.7748	0.85	1.0447	0.6544	0.63	698	0.5172	0.5	200	200	False	0.6043	0.6143	0.5944	curve	Sans	Proportional
Frutiger	Bold Condensed	515	1.3553	0.2408	0.69	0	0.0155	0.0155	1.4796	-0.2175	0.5495	0.6311	0.87	0.8233	0.5748	0.7	698	0.5172	0.501	156	155	True	0.6406	0.6484	0.6329	curve	Sans	Proportional
Frutiger	Condensed	510	1.3686	0.1647	0.77	0	0.0137	0.0137	1.4941	-0.2186	0.5412	0.6314	0.86	0.8314	0.5647	0.68	698	0.5186	0.5	160	160	False	0.6532	0.6718	0.6346	curve	Sans	Proportional
Frutiger	Extra Black Condensed	521	1.3397	0.3455	0.65	0	0.023	0.023	1.4625	-0.2198	0.5643	0.6334	0.89	0.8205	0.6065	0.74	698	0.5115	0.5	150	150	False	0.6547	0.6821	0.6273	curve	Sans	Proportional
Frutiger	Light	510	1.3686	0.1235	0.78	0	0.0235	0.0235	1.4941	-0.2176	0.6569	0.798	0.82	1.0686	0.6196	0.58	698	0.5143	0.501	206	206	False	0.6047	0.6024	0.6069	curve	Sans	Proportional
Frutiger	Light Condensed	510	1.3686	0.1137	0.87	0	0.0137	0.0137	1.4941	-0.2186	0.5275	0.6275	0.84	0.8353	0.551	0.66	698	0.5201	0.5	162	162	False	0.6164	0.5986	0.6343	curve	Sans	Proportional
Frutiger	Roman	510	1.3686	0.1843	0.76	0	0.0235	0.0235	1.4941	-0.2176	0.7	0.8216	0.85	1.1098	0.6647	0.6	698	0.5186	0.5	217	217	False	0.5781	0.5768	0.5795	curve	Sans	Proportional
Frutiger	Ultra Black	521	1.3397	0.4837	0.56	0	0.023	0.023	1.4625	-0.2131	0.6545	0.7274	0.9	0.9539	0.8464	0.89	698	0.5072	0.5	236	236	False	0.6869	0.7226	0.6513	curve	Sans	Proportional
Futura	Bold	513	1.4698	0.3548	0.82	0	0.0331	0.0331	1.6374	-0.2661	0.6998	0.8304	0.84	1.2281	0.692	0.56	754	0.5119	0.4991	162	162	False	0.5897	0.5933	0.5861	curve	Sans	Proportional
Futura	Book	470	1.6043	0.1702	0.92	-10	0.0277	0.0277	1.7829	-0.2947	0.6298	0.8809	0.71	1.4936	0.6404	0.43	754	0.5424	0.4979	182	184	False	0.5637	0.5708	0.5566	curve	Sans	Proportional
Futura	Medium Condensed	505	1.4931	0.1861	0.89	0	0.0158	0.0158	1.6594	-0.2129	0.4099	0.4396	0.93	0.5663	0.404	0.71	754	0.5524	0.5077	118	113	True	0.6702	0.6803	0.6601	curve	Sans	Proportional
Futura	Bold Condensed	505	1.4931	0.2792	0.89	0	0.0198	0.0198	1.6178	-0.2564	0.4238	0.4812	0.88	0.7347	0.5307	0.72	754	0.5159	0.4988	117	118	False	0.6129	0.587	0.6389	curve	Sans	Proportional
Futura	Extra Bold Condensed	528	1.428	0.3712	0.77	0	0.0208	0.0208	1.5303	-0.25	0.517	0.5682	0.91	0.697	0.5663	0.81	754	0.5239	0.4958	112	117	False	0.6294	0.6461	0.6126	curve	Sans	Proportional
Futura	Light Condensed	513	1.4698	0.1267	0.91	0	0.0156	0.0156	1.575	-0.1988	0.3899	0.4425	0.88	0.5809	0.4094	0.7	754	0.5584	0.5016	113	113	False	0.6253	0.6091	0.6416	curve	Sans	Proportional
Futura	Extra Bold	531	1.42	0.4859	0.81	0	0.0226	0.0226	1.5423	-0.2175	0.6497	0.742	0.88	1.0508	0.71	0.68	754	0.5053	0.5	151	151	False	0.5803	0.5699	0.5908	curve	Sans	Proportional
Futura	Heavy	491	1.5356	0.2851	0.87	0	0.0326	0.0326	1.7515	-0.2831	0.611	0.7617	0.8	1.2098	0.6191	0.51	754	0.5265	0.5	152	152	False	0.5716	0.554	0.5891	curve	Sans	Proportional
Futura	Light	462	1.632	0.0974	0.92	12	0.0216	0.0216	1.8138	-0.303	0.6299	0.9481	0.66	1.5887	0.6364	0.4	754	0.5458	0.5	195	195	False	0.5585	0.5589	0.558	curve	Sans	Proportional
Futura	Medium	468	1.6111	0.1923	0.95	0	0.0299	0.0342	1.8803	-0.3034	0.6603	0.8761	0.75	1.4872	0.6859	0.46	754	0.5385	0.5	179	179	False	0.5564	0.5496	0.5631	curve	Sans	Proportional
Times	Bold	461	1.4664	0.3015	0.21	0	0.026	0.0304	1.4989	-0.4219	0.6009	0.6594	0.91	1.1518	0.7581	0.66	676	0.517	0.5007	97	98	False	0.6612	0.7477	0.5747	curve	Serif	Proportional
Times	Extra Bold	488	1.459	0.373	0.19	0	0.0246	0.0246	1.4836	-0.3176	0.5799	0.6557	0.88	1.1352	0.7684	0.68	712	0.5169	0.5	216	216	False	0.6526	0.7364	0.5689	curve	Serif	Proportional
Times	Roman	450	1.4711	0.1867	0.29	-11	0.0222	0.0222	1.5177	-0.4633	0.5778	0.78	0.74	1.2	0.7544	0.63	662	0.5091	0.4992	94	96	False	0.5837	0.5905	0.5768	curve	Serif	Proportional
Times	Semibold	470	1.4468	0.2553	0.32	0	0.0255	0.0255	1.5063	-0.4319	0.6128	0.6936	0.88	1.1362	0.766	0.67	680	0.5088	0.4993	96	96	False	0.6456	0.7052	0.5859	curve	Serif	Proportional
Akzidenz Grotesk	Bold	522	1.3525	0.2931	0.78	0	0.0287	0.0307	1.3735	-0.183	0.5958	0.7768	0.77	1.0182	0.8209	0.81	706	0.5326	0.4982	184	183	True	0.6211	0.6148	0.6275	curve	Sans	Proportional
Akzidenz Grotesk	Bold Extended	530	1.3321	0.4472	0.57	2	0.0264	0.0264	1.332	-0.1925	0.9047	1.0189	0.89	1.2811	1.0302	0.8	706	0.5099	0.5006	251	250	True	0.623	0.6192	0.6267	curve	Sans	Proportional
Akzidenz Grotesk	Extended	488	1.4467	0.1926	0.8	-1	0.0246	0.0307	1.459	-0.209	0.9764	1.1096	0.88	1.5523	1.3115	0.84	706	0.5326	0.4972	288	289	False	0.6184	0.6268	0.6101	curve	Sans	Proportional
Akzidenz Grotesk	Light	477	1.4801	0.1258	0.71	-1	0.0252	0.0252	1.5094	-0.2767	0.6541	0.7757	0.84	1.1258	0.9497	0.84	706	0.5113	0.4991	222	223	False	0.6326	0.6247	0.6406	curve	Sans	Proportional
Akzidenz Grotesk	Light Extended	494	1.4291	0.1336	0.72	-1	0.0324	0.0283	1.4635	-0.2014	1.0142	1.1063	0.92	1.5354	1.3381	0.87	706	0.5305	0.508	317	303	True	0.6089	0.6047	0.6132	curve	Sans	Proportional
Akzidenz Grotesk	Light With Oldstyle Figures	477	1.4801	0.1258	0.71	-1	0.0252	0.0252	1.5094	-0.2767	0.6541	0.7757	0.84	1.1258	0.9497	0.84	706	0.5113	0.4991	222	223	False	0.6326	0.6247	0.6406	curve	Sans	Proportional
Akzidenz Grotesk	Medium	500	1.412	0.244	0.86	1	0.03	0.03	1.4139	-0.178	0.635	0.778	0.82	1.085	0.779	0.72	706	0.539	0.4982	192	195	False	0.613	0.6092	0.6168	curve	Sans	Proportional
Akzidenz Grotesk	Medium Extended	506	1.3953	0.3241	0.7	0	0.0455	0.0415	1.4209	-0.2036	0.9051	1.0336	0.88	1.3538	1.1196	0.83	706	0.522	0.4979	262	261	True	0.6257	0.6238	0.6276	curve	Sans	Proportional
Akzidenz Grotesk	Regular	471	1.4989	0.1614	0.73	5	0.0318	0.0318	1.4883	-0.2537	0.6614	0.7972	0.83	1.293	0.965	0.75	706	0.5163	0.4982	212	211	True	0.6159	0.5971	0.6346	curve	Sans	Proportional
Akzidenz Grotesk	Super	518	1.3629	0.3996	0.7	2	0.0425	0.0386	1.386	-0.194	0.6766	0.7674	0.88	1.0299	0.8195	0.8	706	0.5106	0.4983	180	179	True	0.625	0.6346	0.6153	curve	Sans	Proportional
Officina Sans	Bold	503	1.3777	0.2525	0.74	0	0.0159	0.0338	1.4393	-0.4185	0.5388	0.5944	0.91	0.7078	0.5586	0.79	685	0.5168	0.1903	17	135	False	0.6617	0.7081	0.6154	curve	Sans	Proportional
Officina Sans	Book	485	1.4247	0.1567	0.75	-5	0.0186	0.0289	1.4927	-0.4309	0.5629	0.6515	0.86	0.7464	0.5938	0.8	685	0.5197	0.5068	161	146	True	0.6464	0.6627	0.6302	curve	Sans	Proportional
Officina Serif	Bold	494	1.3866	0.2571	0.74	0	0.0344	0.0344	1.4655	-0.3947	0.5445	0.6053	0.9	0.7206	0.5688	0.79	685	0.5168	0.5058	166	166	False	0.6617	0.7081	0.6154	curve	Serif	Proportional
Officina Serif	Book	480	1.4271	0.1583	0.75	-5	0.0292	0.0292	1.5083	-0.4083	0.5667	0.6583	0.86	0.7542	0.6	0.8	685	0.5197	0.5031	174	174	False	0.6464	0.6627	0.6302	curve	Serif	Proportional
Gill Sans Display 	Bold Condensed	452	1.5088	0.2987	0.69	-1	0.0376	0.0354	1.5243	-0.2832	0.5929	0.6372	0.93	0.8031	0.6128	0.76	682	0.5088	0.5	149	149	False	0.5973	0.6077	0.5868	curve	Sans	Proportional
Gill Sans Display 	Bold	462	1.5	0.2922	0.63	2	0.013	0.013	1.5173	-0.2652	0.6558	0.7662	0.86	1.2294	0.711	0.58	693	0.5072	0.5	241	241	False	0.609	0.6234	0.5946	curve	Sans	Proportional
Gill Sans Display 	Extra Bold	537	1.2905	0.3985	0.82	0	0.0186	0.0186	1.3072	-0.2337	0.6443	0.7207	0.89	0.9013	0.7048	0.78	693	0.5087	0.5	200	200	False	0.569	0.5829	0.555	curve	Sans	Proportional
Gill Sans 	Bold	461	1.4794	0.3167	0.57	-1	0.0195	0.0195	1.4989	-0.2495	0.6909	0.7885	0.88	1.3156	0.7711	0.59	682	0.5015	0.5	247	246	True	0.5985	0.6154	0.5816	curve	Sans	Proportional
Gill Sans 	Bold Condensed	462	1.4784	0.3117	0.69	0	0.0195	0.026	1.4978	-0.2478	0.6039	0.645	0.94	0.8225	0.6234	0.76	683	0.5051	0.499	156	156	False	0.6275	0.6788	0.5762	curve	Sans	Proportional
Gill Sans 	Bold Extcond	613	1.2985	0.1517	0.85	-75	0.0098	0.0098	1.3083	-0.1003	0.2219	0.2251	0.99	0.2855	0.2659	0.93	796	0.4868	0.5	76	76	False	0.6053	0.6341	0.5764	curve	Sans	Proportional
Gill Sans 	Book	449	1.5189	0.1537	0.86	7	0.02	0.02	1.5389	-0.2561	0.6726	0.882	0.76	1.4454	0.716	0.5	682	0.5059	0.4992	246	246	False	0.5585	0.5646	0.5525	curve	Sans	Proportional
Gill Sans 	Condensed	443	1.5079	0.1761	0.92	-49	0.0271	0.0271	1.5282	-0.2833	0.4086	0.447	0.91	0.605	0.3657	0.6	668	0.5	0.4984	103	103	False	0.6369	0.6549	0.6188	curve	Sans	Proportional
Gill Sans 	Extrabold	528	1.2917	0.3939	0.82	0	0.017	0.017	1.3087	-0.2244	0.6648	0.7841	0.85	0.9527	0.7945	0.83	682	0.5073	0.5	213	213	False	0.5936	0.5902	0.5969	curve	Sans	Proportional
Gill Sans 	Heavy	497	1.3622	0.3541	0.71	0	0.0181	0.0181	1.3802	-0.2364	0.7143	0.7746	0.92	1.1268	0.7646	0.68	677	0.5111	0.5	248	248	False	0.6226	0.6304	0.6149	curve	Sans	Proportional
Gill Sans 	Light	449	1.5189	0.1069	0.84	0	0.02	0.02	1.5389	-0.2661	0.706	0.9031	0.78	1.4777	0.7673	0.52	682	0.5066	0.5009	256	255	True	0.5729	0.5706	0.5752	curve	Sans	Proportional
Gill Sans 	Medium	449	1.5189	0.1982	0.87	-8	0.02	0.02	1.5389	-0.2661	0.6403	0.8664	0.74	1.4087	0.6604	0.47	682	0.5015	0.4967	234	238	False	0.5839	0.5893	0.5785	curve	Sans	Proportional
