FamilyName	StyleName	xHeight	CapHeight	Weight	Contrast	Lesser Thickness Slope	Superior Overshooting	Inferior Overshooting	Ascenders	Descenders	n Expansion	o Expansion	n/o Ratio	O Expansion	R Expansion	R/O Ratio	AltezzaMassimaH	PuntoMedioAstaOrizzontaleH	PuntoMedioAstaVerticaleT	AggettoSinistroT	AggettoDestroT	SimmetriaAggettiT	o Average Squaring	o Internal Squaring	o External Squaring	Bezier	Grazie	Spacing
Proforma	Bold	447	1.4631	0.3087	0.39	-6	0.0515	0.0515	1.6263	-0.4877	0.6834	0.7136	0.96	1.1387	0.6868	0.6	654	0.5107	0.4992	85	85	False	0.6759	0.7523	0.5994	curve	Serif	Proportional
Proforma	Book	447	1.4631	0.1477	0.47	-2	0.0492	0.0492	1.6106	-0.5078	0.6387	0.7852	0.81	1.1723	0.6331	0.54	654	0.5115	0.5017	94	93	True	0.6247	0.6337	0.6156	curve	Serif	Proportional
Proforma	Light	447	1.4631	0.1141	0.5	0	0.047	0.047	1.6084	-0.5123	0.6309	0.7998	0.79	1.1779	0.6219	0.53	654	0.5122	0.5026	95	94	True	0.618	0.6157	0.6204	curve	Serif	Proportional
Proforma	Medium	447	1.4631	0.1902	0.43	-3	0.0492	0.0492	1.6151	-0.5022	0.651	0.7662	0.85	1.1622	0.6477	0.56	654	0.5115	0.5	91	91	False	0.6354	0.659	0.6118	curve	Serif	Proportional
Proforma	Semibold	447	1.4631	0.2438	0.4	-5	0.0492	0.0492	1.6196	-0.4955	0.6655	0.7427	0.9	1.1521	0.6655	0.58	654	0.5107	0.4992	88	88	False	0.65	0.6938	0.6062	curve	Serif	Proportional
Proforma	Ultralight	447	1.4631	0.094	0.55	0	0.047	0.047	1.6062	-0.5145	0.6253	0.8087	0.77	1.1823	0.6152	0.52	654	0.5122	0.5009	96	95	True	0.6143	0.6064	0.6222	curve	Serif	Proportional
Todayshop	Bold	473	1.4144	0.3531	0.76	-5	0.0148	0.0317	1.482	-0.2495	0.6596	0.7516	0.88	1.074	0.7135	0.66	656	0.5122	0.5009	187	187	False	0.5958	0.5851	0.6066	curve	Sans	Proportional
Todayshop	Light	446	1.4955	0.1278	0.77	3	0.0045	0.0247	1.5897	-0.3105	0.6704	0.8475	0.79	1.3352	0.7108	0.53	656	0.5244	0.5019	235	234	True	0.5972	0.5876	0.6068	curve	Sans	Proportional
Todayshop	Medium	458	1.4607	0.2511	0.75	-4	0.0109	0.0306	1.5327	-0.2773	0.6572	0.7904	0.83	1.1998	0.7129	0.59	656	0.5168	0.5	211	211	False	0.6057	0.5863	0.625	curve	Sans	Proportional
Todayshop	Regular	453	1.4834	0.181	0.73	-3	0	0.0287	1.5541	-0.2936	0.6534	0.8068	0.81	1.2693	0.7042	0.55	656	0.5259	0.4991	226	226	False	0.5817	0.5817	0.5818	curve	Sans	Proportional
Todayshop	Ultra	495	1.3515	0.4566	0.77	2	0.0081	0.0323	1.4101	-0.2121	0.6505	0.7051	0.92	0.9313	0.7061	0.76	656	0.5046	0.5009	160	160	False	0.6069	0.5908	0.623	curve	Sans	Proportional
Todayshop	Extralight	438	1.5091	0.0731	0.8	-25	0.0091	0.0228	1.6233	-0.3265	0.6872	0.8904	0.77	1.4087	0.7169	0.51	656	0.5274	0.5009	243	242	True	0.5901	0.5929	0.5874	curve	Sans	Proportional
Trade Gothic	Bold	520	1.3885	0.2385	0.81	0	0.0192	0.0192	1.4077	-0.1923	0.5846	0.6308	0.93	0.9	0.7327	0.81	722	0.5152	0.5	189	189	False	0.6484	0.6794	0.6175	curve	Sans	Proportional
Trade Gothic	Bold Extended	537	1.3538	0.2309	0.84	0	0.0335	0.0335	1.3873	-0.1881	0.7616	0.8864	0.86	1.3482	1.1006	0.82	727	0.5172	0.5	325	325	False	0.6192	0.6263	0.6121	curve	Sans	Proportional
Trade Gothic	Condensed	520	1.3885	0.1385	0.83	0	0.0192	0.0192	1.4077	-0.1731	0.4385	0.4731	0.93	0.6346	0.5654	0.89	722	0.5222	0.4987	148	148	False	0.7255	0.7601	0.6909	curve	Sans	Proportional
Trade Gothic	Extended	523	1.3901	0.1549	0.83	0	0.0306	0.0306	1.4244	-0.1912	0.8337	0.9981	0.84	1.457	1.1855	0.81	727	0.5227	0.5	351	351	False	0.5993	0.5983	0.6003	curve	Sans	Proportional
Trade Gothic	Light	520	1.3885	0.1154	0.8	0	0.0192	0.0192	1.4077	-0.1865	0.6385	0.7077	0.9	0.9692	0.7692	0.79	722	0.5194	0.5	214	214	False	0.6523	0.665	0.6396	curve	Sans	Proportional
Trade Gothic	Regular	520	1.3885	0.1385	0.86	0	0.0192	0.0192	1.4077	-0.1942	0.5885	0.6808	0.86	0.9308	0.7558	0.81	722	0.5235	0.5	216	216	False	0.6191	0.6271	0.6111	curve	Sans	Proportional
Swift	Light	499	1.4108	0.1663	0.45	-15	0.02	0.0321	1.4929	-0.4339	0.6473	0.7796	0.83	1.1012	0.6172	0.56	704	0.5227	0.5068	255	247	True	0.6085	0.6281	0.5889	curve	Serif	Proportional
Swift	Regular	500	1.4	0.188	0.44	-14	0.02	0.032	1.48	-0.432	0.636	0.77	0.83	1.078	0.608	0.56	700	0.5229	0.5043	243	238	True	0.6072	0.6243	0.5902	curve	Serif	Proportional
Swift	Extrabold	528	1.3542	0.3125	0.34	-1	0.0208	0.0303	1.4242	-0.4233	0.6458	0.7879	0.82	1.0691	0.6392	0.6	715	0.5224	0.5	229	229	False	0.6107	0.6196	0.6018	curve	Serif	Proportional
Swift	Bold Condensed	510	1.2451	0.2961	0.4	-7	0.0216	0.0196	1.3784	-0.352	0.5412	0.6353	0.85	0.7196	0.5618	0.78	635	0.5213	0.5	177	177	False	0.6613	0.6967	0.6259	curve	Serif	Proportional
Bell Centennial	Address	486	1.3436	0.142	0.75	0	0.0288	0.0309	1.43	-0.1728	0.5103	0.5905	0.86	0.8117	0.6121	0.75	653	0.5299	0.5045	174	170	True	0.6317	0.6318	0.6315	curve	Sans	Proportional
Bell Centennial	Bold Listing	677	1.2511	0.2541	0.65	0	0.0162	0.0162	1	0.0923	0.5746	0.5332	1.08	0.6344	0.5879	0.93	847	0.4994	0.4992	196	197	False	0.7155	0.7673	0.6637	curve	Sans	Proportional
Bell Centennial	Name & Number	539	1.3748	0.2319	0.81	0	0.0315	0.026	1.397	-0.1698	0.5696	0.6438	0.88	0.8173	0.6299	0.77	741	0.5277	0.4964	192	196	False	0.636	0.6321	0.6398	curve	Sans	Proportional
Bell Centennial	Sub-caption	486	1.3724	0.1728	0.81	0	0.0309	0.0309	1.3724	-0.1728	0.5751	0.6811	0.84	0.8951	0.6553	0.73	667	0.5292	0.5	192	192	False	0.6356	0.6454	0.6257	curve	Sans	Proportional
News Gothic	Bold	560	1.3893	0.2643	0.72	0	0.0214	0.0214	1.3892	-0.1812	0.5607	0.6071	0.92	0.8607	0.7107	0.83	778	0.5244	0.5009	202	202	False	0.6017	0.6168	0.5866	curve	Sans	Proportional
News Gothic	Medium	552	1.4094	0.1413	0.84	0	0.029	0.029	1.4384	-0.1694	0.5308	0.6594	0.8	0.8732	0.6975	0.8	778	0.5347	0.5	209	209	False	0.6301	0.6275	0.6327	curve	Sans	Proportional
Avenir	Black	486	1.4568	0.3086	0.88	0	0.0247	0.0247	1.5802	-0.2469	0.6543	0.8025	0.82	1.2387	0.786	0.63	708	0.5297	0.5	202	202	False	0.5955	0.6092	0.5817	curve	Sans	Proportional
Avenir	Book	468	1.5128	0.141	0.83	0	0.0256	0.0256	1.641	-0.3205	0.7158	0.9081	0.79	1.4103	0.8034	0.57	708	0.5198	0.5	237	237	False	0.5845	0.5896	0.5793	curve	Sans	Proportional
Avenir	Heavy	480	1.475	0.25	0.9	0	0.025	0.025	1.5999	-0.25	0.6625	0.8375	0.79	1.2896	0.7937	0.62	708	0.5212	0.5	217	217	False	0.575	0.5725	0.5774	curve	Sans	Proportional
Avenir	Light	462	1.5325	0.1299	0.9	0	0.026	0.026	1.6623	-0.2597	0.7273	0.9221	0.79	1.4416	0.8052	0.56	708	0.5169	0.5	242	242	False	0.5831	0.5839	0.5823	curve	Sans	Proportional
Avenir	Medium	474	1.4937	0.1899	0.87	-14	0.0253	0.0253	1.6202	-0.3101	0.6962	0.8608	0.81	1.3418	0.7954	0.59	708	0.5212	0.5	228	228	False	0.5777	0.5986	0.5569	curve	Sans	Proportional
Avenir	Roman	468	1.5128	0.1667	0.86	0	0.0256	0.0256	1.641	-0.2564	0.7051	0.8889	0.79	1.3889	0.8034	0.58	708	0.5212	0.5	234	234	False	0.5853	0.5858	0.5847	curve	Sans	Proportional
Avenir Next 	Bold	498	1.4217	0.3333	0.86	0	0.0321	0.0321	1.5562	-0.255	0.6566	0.7922	0.83	1.1807	0.749	0.63	708	0.5198	0.5	200	200	False	0.578	0.5763	0.5797	curve	Sans	Proportional
Avenir Next 	Bold Condensed	523	1.3537	0.3059	0.91	0	0.0363	0.0363	1.4932	-0.2447	0.5067	0.543	0.93	0.7266	0.5507	0.76	708	0.5191	0.5	130	130	False	0.6157	0.6278	0.6035	curve	Sans	Proportional
Avenir Next 	Condensed	496	1.4274	0.1331	0.84	0	0.0323	0.0323	1.5564	-0.2581	0.504	0.5605	0.9	0.7964	0.5716	0.72	708	0.5184	0.4985	136	137	False	0.6173	0.6244	0.6102	curve	Sans	Proportional
Avenir Next 	Demi	480	1.475	0.25	0.8	0	0.0292	0.0292	1.5999	-0.2646	0.6708	0.8333	0.8	1.3	0.7937	0.61	708	0.5198	0.5	217	217	False	0.5794	0.5837	0.575	curve	Sans	Proportional
Avenir Next 	Demi Condensed	510	1.3882	0.2235	0.87	0	0.0333	0.0333	1.5235	-0.252	0.5059	0.548	0.92	0.7569	0.5608	0.74	708	0.5191	0.5	133	133	False	0.6193	0.6298	0.6087	curve	Sans	Proportional
Avenir Next 	Heavy Condensed	537	1.3184	0.3911	0.93	0	0.0372	0.0372	1.4636	-0.2384	0.5084	0.5382	0.94	0.6927	0.541	0.78	708	0.5205	0.5	125	125	False	0.6097	0.6196	0.5998	curve	Sans	Proportional
Avenir Next 	Medium Condensed	502	1.4104	0.1713	0.84	0	0.0339	0.0339	1.5418	-0.256	0.505	0.5518	0.92	0.7769	0.5667	0.73	708	0.5184	0.5	135	135	False	0.6195	0.6282	0.6108	curve	Sans	Proportional
Avenir Next 	Regular	468	1.5128	0.1453	0.79	0	0.0256	0.0256	1.641	-0.2692	0.7201	0.9124	0.79	1.4145	0.8077	0.57	708	0.5198	0.5	237	237	False	0.5812	0.5841	0.5782	curve	Sans	Proportional
Avenir Next 	Ultra Light Condensed	483	1.4658	0.0455	0.85	0	0.0331	0.0331	1.59	-0.265	0.5031	0.5797	0.87	0.8406	0.5828	0.69	708	0.5177	0.5	140	140	False	0.6089	0.6119	0.606	curve	Sans	Proportional
Dtl Nobel	Bold	469	1.6866	0.3539	0.87	0	0.0277	0.0299	1.6716	-0.2537	0.6461	0.7335	0.88	1.3859	0.8028	0.58	786	0.5115	0.5	163	163	False	0.5797	0.5854	0.574	curve	Sans	Proportional
Dtl Nobel	Regular Condensed	468	1.6795	0.2222	0.8	0	0.0192	0.0256	1.688	-0.2083	0.4936	0.5577	0.89	1	0.6239	0.62	786	0.5108	0.5024	156	156	False	0.6431	0.6489	0.6374	curve	Sans	Proportional
Dtl Nobel	Bold Condensed	468	1.6816	0.3184	0.69	0	0.0192	0.0256	1.688	-0.2073	0.547	0.6026	0.91	0.9252	0.6026	0.65	786	0.5095	0.5108	146	146	False	0.6532	0.6722	0.6341	curve	Sans	Proportional
Dtl Nobel	Light	468	1.6795	0.1154	0.82	-20	0.0278	0.0235	1.6837	-0.2254	0.6763	0.9103	0.74	1.5491	0.8226	0.53	786	0.5127	0.5	221	221	False	0.5918	0.6008	0.5828	curve	Sans	Proportional
Dtl Nobel	Regular	468	1.6795	0.2222	0.81	1	0.0278	0.0256	1.688	-0.2147	0.6752	0.8632	0.78	1.453	0.8654	0.6	786	0.5115	0.5	221	221	False	0.5998	0.5929	0.6066	curve	Sans	Proportional
Fago	Black Condensed	530	1.3208	0.3585	0.69	0	0.0189	0.0189	1.3962	-0.1887	0.5094	0.5547	0.92	0.5849	0.4906	0.84	700	0.5157	0.1628	5	190	False	0.7204	0.7635	0.6772	curve	Sans	Proportional
Fago	Bold Condensed	530	1.3208	0.2453	0.7	0	0.0189	0.0189	1.3773	-0.1887	0.5094	0.5547	0.92	0.5849	0.4906	0.84	700	0.53	0.1987	10	130	False	0.6897	0.7174	0.662	curve	Sans	Proportional
Fago	Extrabold Condensed	530	1.3208	0.3	0.7	0	0.0189	0.0189	1.3868	-0.1887	0.5094	0.5547	0.92	0.5849	0.4906	0.84	700	0.5236	0.4395	140	80	True	0.704	0.7356	0.6723	curve	Sans	Proportional
Fago	Medium Condensed	530	1.3208	0.1962	0.72	0	0.0189	0.0189	1.3773	-0.1887	0.5094	0.5547	0.92	0.5849	0.4906	0.84	700	0.5336	0.5339	145	60	True	0.6725	0.6807	0.6643	curve	Sans	Proportional
Fago	Regular Condensed	530	1.3208	0.1509	0.76	0	0.0189	0.0189	1.3773	-0.1887	0.5094	0.5547	0.92	0.5849	0.4906	0.84	700	0.5371	0.2143	5	80	False	0.6553	0.647	0.6637	curve	Sans	Proportional
Fago	Black Extended	530	1.3208	0.3962	0.64	0	0.0189	0.0189	1.3962	-0.1887	0.6981	0.7434	0.94	0.7736	0.6811	0.88	700	0.5014	0.537	195	120	True	0.6991	0.7398	0.6584	curve	Sans	Proportional
Fago	Bold Extended	530	1.3208	0.283	0.7	0	0.0189	0.0189	1.3773	-0.1887	0.6981	0.7434	0.94	0.7736	0.6792	0.88	700	0.5229	0.5417	195	180	True	0.6767	0.6867	0.6667	curve	Sans	Proportional
Fago	Extrabold Extended	530	1.3208	0.3377	0.66	0	0.0189	0.0189	1.3868	-0.1887	0.6981	0.7434	0.94	0.7736	0.6802	0.88	700	0.5129	0.4514	195	90	True	0.6845	0.7077	0.6613	curve	Sans	Proportional
Fago	Medium Extended	530	1.3208	0.234	0.72	0	0.0189	0.0189	1.3773	-0.1887	0.6981	0.7434	0.94	0.7736	0.6792	0.88	700	0.5321	0.2015	10	124	False	0.6546	0.6542	0.655	curve	Sans	Proportional
Fago	Regular Extended	530	1.3208	0.1887	0.74	0	0.0189	0.0189	1.3773	-0.1887	0.6981	0.7434	0.94	0.7736	0.6792	0.88	700	0.5407	0.2159	15	100	False	0.6348	0.6295	0.6401	curve	Sans	Proportional
Fago	Regular	530	1.3208	0.1698	0.76	0	0.0189	0.0189	1.3773	-0.1887	0.6038	0.6491	0.93	0.6792	0.5849	0.86	700	0.5443	0.2134	5	90	False	0.6612	0.6628	0.6596	curve	Sans	Proportional
Fago	Black	530	1.3208	0.3774	0.64	0	0.0189	0.0189	1.3962	-0.1887	0.6038	0.6491	0.93	0.6792	0.5849	0.86	700	0.5193	0.185	5	200	False	0.6926	0.7338	0.6515	curve	Sans	Proportional
Fago	Bold	530	1.3208	0.0302	0.7	-2	0.0189	0.0189	1.3773	-0.1887	0.4721	0.6689	0.71	0.734	0.1083	0.15	700	0.5371	0.5461	114	24	True	0.6233	0.6187	0.6278	curve	Serif	Proportional
Fago	Extrabold	530	1.3208	0.0585	0.66	-3	0.0189	0.0189	1.3868	-0.1887	0.4216	0.6736	0.63	0.7358	0.2693	0.37	700	0.5286	0.7812	118	125	False	0.6301	0.6221	0.6382	curve	Serif	Proportional
Fago	Medium	530	1.3208	0.2151	0.73	0	0.0189	0.0189	1.3773	-0.1887	0.6038	0.6491	0.93	0.6792	0.5849	0.86	700	0.5407	0.2016	5	114	False	0.6668	0.6763	0.6574	curve	Sans	Proportional
Fago Office Serif	Bold	510	1.4118	0.2745	0.71	0	0.0196	0.0196	1.4313	-0.2804	0.6275	0.6745	0.93	0.7059	0.6078	0.86	720	0.5222	0.5	180	180	False	0.6679	0.6884	0.6473	curve	Serif	Proportional
Fago Office Serif	Regular	510	1.4118	0.1765	0.76	0	0.0196	0.0196	1.4313	-0.3049	0.6275	0.6745	0.93	0.7059	0.6078	0.86	720	0.5292	0.5	180	180	False	0.6522	0.6527	0.6517	curve	Serif	Proportional
Trajan	Bold	639	1.1768	0.1847	0.32	-7	0.0203	0.0219	1.0125	-0.0023	0.4936	0.9366	0.53	1.061	0.5211	0.49	751.5	0.5429	0.3637	5	125	False	0.5968	0.6025	0.5911	curve	Serif	Proportional
Trajan	Regular	639	1.1768	0.1252	0.34	-2	0.0203	0.0219	1.0125	-0.0023	0.339	0.9491	0.36	1.0822	0.5164	0.48	751.5	0.5549	0.3922	178	84	True	0.5882	0.6008	0.5757	curve	Serif	Proportional
Caecilia	Bold	520	1.3462	0.0038	0.79	-2	0.0231	0.0231	1.5019	-0.4038	0.6788	0.7865	0.86	1.0635	0.6837	0.64	700	0.5014	0.4467	87	77	True	0.6107	0.6163	0.6052	curve	Serif	Proportional
Caecilia	Heavy	523	1.3384	0.2677	0.75	0	0.0229	0.0229	1.499	-0.3824	0.675	0.761	0.89	1.021	0.6405	0.63	700	0.5	0.5	63	63	False	0.6366	0.6592	0.6141	curve	Serif	Proportional
Caecilia	Light	514	1.3619	0.0019	0.86	0	0.0233	0.0233	1.5116	-0.4455	0.5554	0.821	0.68	1.1479	0.4931	0.43	700	0.4971	0.3914	8	145	False	0.6129	0.622	0.6038	curve	Serif	Proportional
Caecilia	Roman	516	1.3566	0.0039	0.78	0	0.0233	0.0233	1.5058	-0.4254	0.6928	0.8023	0.86	1.1008	0.6032	0.55	700	0.4979	0.5954	125	13	True	0.6078	0.6126	0.6029	curve	Serif	Proportional
Miller	Display	452	1.5111	0.2013	0.23	0	0.0288	0.031	1.6526	-0.4779	0.6626	0.7965	0.83	1.2788	0.7644	0.6	683	0.5205	0.5	260	260	False	0.6059	0.6236	0.5883	curve	Serif	Proportional
Miller	Display Roman	452	1.5111	0.2013	0.23	0	0.0288	0.031	1.6526	-0.4779	0.6626	0.7965	0.83	1.2788	0.7644	0.6	683	0.5205	0.5	260	260	False	0.6059	0.6236	0.5883	curve	Serif	Proportional
Miller	Text	462	1.4784	0.197	0.34	0	0.0281	0.0303	1.6168	-0.4556	0.6483	0.7792	0.83	1.2511	0.7348	0.59	683	0.5212	0.5	260	260	False	0.6064	0.6243	0.5885	curve	Serif	Proportional
Miller	Text Bold	464	1.472	0.3082	0.22	-2	0.028	0.0323	1.6099	-0.4537	0.6498	0.7586	0.86	1.2026	0.7651	0.64	683	0.5205	0.5	243	243	False	0.624	0.6477	0.6003	curve	Serif	Proportional
Miller	Text Roman	462	1.4784	0.197	0.34	0	0.0281	0.0303	1.6168	-0.4556	0.6483	0.7792	0.83	1.2511	0.7348	0.59	683	0.5212	0.5	260	260	False	0.6064	0.6243	0.5885	curve	Serif	Proportional
Clarendon	Bold	468	1.4167	0.3547	0.45	0	0.0321	0.0321	1.4593	-0.3675	0.6795	0.7244	0.94	1.0876	0.844	0.78	663	0.5189	0.5	238	238	False	0.6647	0.7195	0.61	curve	Serif	Proportional
Clarendon	Light	468	1.4167	0.1816	0.49	0	0.0321	0.0321	1.4593	-0.4028	0.7244	0.8996	0.81	1.3141	0.9081	0.69	663	0.5068	0.5	260	260	False	0.6244	0.6477	0.6012	curve	Serif	Proportional
Clarendon	Roman	468	1.4167	0.2521	0.49	0	0.0321	0.0321	1.4593	-0.3825	0.6795	0.812	0.84	1.2073	0.8483	0.7	663	0.5113	0.5007	240	240	False	0.6341	0.6571	0.6111	curve	Serif	Proportional
Triplex	Bold	475	1.2947	0.2442	0.98	40	0	0.0316	1.4842	-0.2474	0.5684	0.6737	0.84	0.8126	0.5432	0.67	600	0.5083	0.5	150	150	False	0.5617	0.5667	0.5568	curve	Sans	Proportional
Triplex	Black Condensed	460	1.3043	0.25	0.92	-56	0.0217	0.0217	1.5326	-0.25	0.3511	0.3967	0.89	0.4783	0.3739	0.78	600	0.5083	0.5	88	88	False	0.6736	0.7271	0.6202	curve	Sans	Proportional
Triplex	Regular Condensed	460	1.3043	0.1522	0.89	-64	0.0217	0.0217	1.5326	-0.25	0.2935	0.337	0.87	0.387	0.2935	0.76	600	0.5042	0.5024	76	75	True	0.6583	0.6953	0.6212	curve	Sans	Proportional
Triplex	Light	470	1.2979	0.1532	0.97	0	0	0.0213	1.4894	-0.2447	0.5745	0.6809	0.84	0.8213	0.5489	0.67	600	0.5083	0.5	150	150	False	0.5746	0.5718	0.5774	curve	Sans	Proportional
Triplex	Extrabold	480	1.2917	0.2958	0.92	0	0	0.0417	1.4792	-0.25	0.5625	0.6667	0.84	0.8042	0.5375	0.67	600	0.5083	0.5	150	150	False	0.5567	0.5675	0.5459	curve	Sans	Proportional
Triplex Serif	Bold	475	1.2947	0.24	0.98	40	0	0.0316	1.4842	-0.2474	0.5684	0.6737	0.84	0.8126	0.5432	0.67	600	0.5	0.5	155	155	False	0.5617	0.5667	0.5568	curve	Serif	Proportional
Triplex Serif	Black Condensed	460	1.3043	0.2478	0.92	-56	0.0217	0.0217	1.5326	-0.3804	0.3511	0.3967	0.89	0.4783	0.3739	0.78	600	0.5083	0.5	139	139	False	0.6736	0.7271	0.6202	curve	Serif	Proportional
Triplex Serif	Regular Condensed	460	1.3043	0.1522	0.89	-64	0.0217	0.0217	1.5326	-0.413	0.2935	0.337	0.87	0.387	0.2935	0.76	600	0.5042	0.5019	96	96	False	0.6583	0.6953	0.6212	curve	Serif	Proportional
Triplex Serif	Light	470	1.2979	0.1532	0.97	0	0	0.0213	1.4894	-0.2447	0.5745	0.6809	0.84	0.8213	0.5489	0.67	600	0.5083	0.3697	113	74	True	0.5746	0.5718	0.5774	curve	Serif	Proportional
Triplex Serif	Extrabold	480	1.2917	0.2958	0.92	0	0	0.0417	1.4792	-0.25	0.5625	0.6667	0.84	0.8042	0.5375	0.67	600	0.5083	0.499	160	160	False	0.5567	0.5675	0.5459	curve	Sans	Proportional
Legacy Sans	Bold	422	1.5024	0.3057	0.54	-6	0.0261	0.0308	1.6374	-0.6019	0.705	0.8495	0.83	1.3851	0.8709	0.63	634	0.5323	0.4992	248	249	False	0.6089	0.599	0.6188	curve	Sans	Proportional
Legacy Sans	Book	422	1.5024	0.173	0.58	-10	0.0261	0.0308	1.6469	-0.3164	0.7085	0.8886	0.8	1.3815	0.7867	0.57	634	0.5237	0.4991	267	269	False	0.5746	0.5685	0.5807	curve	Sans	Proportional
Legacy Sans	Medium	422	1.5024	0.2251	0.55	-5	0.0261	0.0308	1.6421	-0.6043	0.7062	0.872	0.81	1.3839	0.8211	0.59	634	0.5268	0.4991	259	261	False	0.5799	0.574	0.5858	curve	Sans	Proportional
Legacy Sans	Ultra	422	1.5024	0.4052	0.43	-3	0.0261	0.0261	1.6421	-0.3057	0.7405	0.8436	0.88	1.327	0.8661	0.65	634	0.526	0.5	238	238	False	0.6318	0.629	0.6345	curve	Sans	Proportional
Legacy Serif	Bold	421	1.5083	0.3112	0.36	-12	0.0285	0.0285	1.6816	-0.639	0.926	0.8456	1.1	1.3705	0.4443	0.32	636	0.5189	0.6259	7	1	True	0.5963	0.5763	0.6164	curve	Serif	Proportional
Legacy Serif	Book	421	1.5107	0.1663	0.36	-22	0.0238	0.0238	1.6769	-0.6378	0.3446	0.8872	0.39	1.3848	0.8312	0.6	634	0.5213	0.4977	1	19	False	0.5745	0.5668	0.5822	curve	Serif	Proportional
Legacy Serif	Medium	422	1.5047	0.2299	0.36	-16	0.0237	0.0261	1.6753	-0.6374	0.7374	0.8673	0.85	1.3744	0.7786	0.57	635	0.5197	0.4193	2	63	False	0.5865	0.5874	0.5856	curve	Serif	Proportional
Legacy Serif	Ultra	423	1.5012	0.3877	0.34	-3	0.0213	0.026	1.669	-0.6194	0.4728	0.8357	0.57	1.3404	0.8159	0.61	635	0.5181	0.6217	179	111	True	0.6182	0.6135	0.6229	curve	Serif	Proportional
Agenda	Bold	453	1.4084	0.3201	0.87	0	0.0309	0.0309	1.5893	-0.2704	0.6402	0.7759	0.83	1.17	0.6512	0.56	638	0.5008	0.5009	193	192	True	0.5655	0.56	0.5711	curve	Sans	Proportional
Agenda	Bold Condensed	453	1.4084	0.2892	0.87	-1	0.0243	0.0243	1.5342	-0.245	0.5298	0.6269	0.85	0.9117	0.5397	0.59	638	0.5008	0.5011	151	150	True	0.5744	0.5649	0.5839	curve	Sans	Proportional
Agenda	Bold Extracondensed	453	1.4084	0.2539	0.87	1	0.0199	0.0199	1.479	-0.2208	0.4205	0.4757	0.88	0.6534	0.4283	0.66	638	0.5024	0.5014	110	109	True	0.5884	0.5719	0.6049	curve	Sans	Proportional
Agenda	Bold Ultracondensed	453	1.4084	0.2208	0.86	1	0.0132	0.0132	1.4216	-0.1943	0.3068	0.3212	0.96	0.3885	0.3146	0.81	638	0.5024	0.5021	67	66	True	0.6157	0.5942	0.6372	curve	Sans	Proportional
Agenda	Medium	453	1.4084	0.2009	0.87	0	0.0243	0.0243	1.5805	-0.2671	0.6733	0.8587	0.78	1.2759	0.6545	0.51	638	0.5024	0.5	205	205	False	0.5721	0.5677	0.5765	curve	Sans	Proportional
Agenda	Medium Condensed	453	1.4084	0.1876	0.87	1	0.0199	0.0199	1.5275	-0.2428	0.5464	0.6799	0.8	0.9801	0.5331	0.54	638	0.5024	0.5	160	160	False	0.5779	0.5678	0.5881	curve	Sans	Proportional
Agenda	Medium Extracondensed	453	1.4084	0.1722	0.86	1	0.0177	0.0177	1.4746	-0.2196	0.4183	0.4978	0.84	0.6865	0.4128	0.6	638	0.5031	0.5	115	116	False	0.5927	0.5791	0.6063	curve	Sans	Proportional
Agenda	Medium Ultracondensed	453	1.4084	0.1589	0.86	34	0.0132	0.0132	1.4216	-0.1943	0.2881	0.3124	0.92	0.3819	0.2881	0.75	638	0.5031	0.5023	69	69	False	0.6247	0.6075	0.6419	curve	Sans	Proportional
